Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Branching Logic (Show field only if...),Required Field?,cleaner_initials,Cleaned
muscles_doctor_v3,community_survey,,radio,Musculoskeletal problems like muscle weakness or arthritis-See a doctor,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[muscles_v3]='1',,,
muscles_notes_v3,community_survey,,notes,Musculoskeletal problems like muscle weakness or arthritis-Notes,,,,[muscles_v3]='1',,,
muscles_work_v3,community_survey,,radio,Were the musculoskeletal problems like muscle weakness or arthritis related to your work?,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[muscles_v3]='1',,HMW,
skin_problem_v3,community_survey,,radio,"Problemas en la piel como erupciones cut?neas, irritaci&#243n, picaz&#243n / <font color=""red"">Skin problems like rashes, irritation, itching</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
skin_onset_v3,community_survey,,text,"Skin problems like rashes, irritation, itching-Date of Onset",,,,[skin_problem_v3]='1',,,
skin_recent_v3,community_survey,,text,"Skin problems like rashes, irritation, itching-Most recent",,,,[skin_problem_v3]='1',,,
skin_doctor_v3,community_survey,,radio,"Skin problems like rashes, irritation, itching-See a doctor","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[skin_problem_v3]='1',,,
skin_notes_v3,community_survey,,notes,"Skin problems like rashes, irritation, itching-Notes",,,,[skin_problem_v3]='1',,,
skin_work_v3,community_survey,,radio,"Were the skin problems like rashes, irritation, or itching related to your work?","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[skin_problem_v3]='1',,HMW,
neurological_v3,community_survey,,radio,"Problemas neurol&#243gicos como dolores de cabeza, convulsiones / <font color=""red"">Neurological problems like headaches, seizures</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
neuro_onset_v3,community_survey,,text,"Neurological problems like headaches, seizures-Date of Onset",,,,[neurological_v3]='1',,,
neuro_recent_v3,community_survey,,text,"Neurological problems like headaches, seizures-Most recent",,,,[neurological_v3]='1',,,
neuro_doctor_v3,community_survey,,radio,"Neurological problems like headaches, seizures-See a doctor","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[neurological_v3]='1',,,
neuro_notes_v3,community_survey,,notes,"Neurological problems like headaches, seizures-Notes",,,,[neurological_v3]='1',,,
psychiatric_v3,community_survey,,radio,"Problemas psiqui?tricos, como depresi&#243n, ansiedad / <font color=""red"">Psychiatric problems, like depression, anxiety</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
psych_onset_v3,community_survey,,text,"Psychiatric problems, like depression, anxiety-Date of Onset",,,,[psychiatric_v3]='1',,,
psych_recent_v3,community_survey,,text,"Psychiatric problems, like depression, anxiety-Most recent",,,,[psychiatric_v3]='1',,,
psych_doctor_v3,community_survey,,radio,"Psychiatric problems, like depression, anxiety-See a doctor","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[psychiatric_v3]='1',,,
psych_notes_v3,community_survey,,notes,"Psychiatric problems, like depression, anxiety-Notes",,,,[psychiatric_v3]='1',,,
psych_work_v3,community_survey,,radio,Were the psychiatric problems like depression or anxiety related to your work?,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[psychiatric_v3]='1',,HMW,
endocrine_v3,community_survey,,radio,"Problemas endocrinos como tiroides o diabetes / <font color=""red"">Endocrine problems like thyroid, or diabetes</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
endocrine_onset_v3,community_survey,,text,"Endocrine problems like thyroid, or diabetes-Date of Onset",,,,[endocrine_v3]='1',,,
endocrine_doctor_v3,community_survey,,radio,"Endocrine problems like thyroid, or diabetes-See a doctor","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[endocrine_v3]='1',,,
endocrine_notes_v3,community_survey,,notes,"Endocrine problems like thyroid, or diabetes-Notes",,,,[endocrine_v3]='1',,,
endocrine_work_v3,community_survey,,radio,Were the psychiatric problems like depression or anxiety related to your work?,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[endocrine_v3]='1',,HMW,
blood_v3,community_survey,,radio,"Problemas de sangre o linf?ticos / <font color=""red"">Blood or lymphatic problems</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
blood_onset_v3,community_survey,,text,Blood or lymphatic problems-Date of Onset,,,,[blood_v3]='1',,,
blood_doctor_v3,community_survey,,radio,Blood or lymphatic problems-See a doctor,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[blood_v3]='1',,,
blood_notes_v3,community_survey,,notes,Blood or lymphatic problems-Notes,,,,[blood_v3]='1',,,
blood_work_v3,community_survey,,radio,Were the blood or lymphatic problems related to your work?,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[blood_v3]='1',,HMW,
allergies_v3,community_survey,,radio,"S?ntomas de alergia o Problemas Inmune / <font color=""red"">Allergies or immune problems</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
allergies_onset_v3,community_survey,,text,Allergies or immune problems -Date of Onset,,,,[allergies_v3]='1',,,
allergies_recent_v3,community_survey,,text,Allergies or immune problems -Most recent,,,,[allergies_v3]='1',,,
allergies_doctor_v3,community_survey,,radio,Allergies or immune problems -See a doctor,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[allergies_v3]='1',,,
allergies_notes_v3,community_survey,,notes,Allergies or immune problems -Notes,,,,[allergies_v3]='1',,,
allergies_work_v3,community_survey,,radio,Were the allergies or immune problems related to your work?,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[allergies_v3]='1',,HMW,
immunity_v3,community_survey,,radio,"Cualquiera de los siguientes factores que afectan a la inmunidad: VIH / SIDA, inmunodeficiencia combinada grave, inmunodeficiencia variable com?n, c?ncer, paciente trasplantado, enfermedades cong?nitas que afectan la inmunidad / <font color=""red"">Any of the following affecting immunity: HIV/AIDS, severe combined immunodeficiency, common variable immunodeficiency, cancer, transplant patient, congenital diseases affecting immunity</font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
immunity_diagnosis_v3,community_survey,,text,"Date of diagnosis for any of the following affecting immunity HIV/AIDS, severe combined immunodeficiency, common variable immunodeficiency, cancer, transplant patient, congenital diseases affecting immunity?",,,,[immunity_v3]='1',,,
immunity_doctor_v3,community_survey,,radio,"Did you see a doctor for any of the following affecting immunity HIV/AIDS, severe combined immunodeficiency, common variable immunodeficiency, cancer, transplant patient, congenital diseases affecting immunity?","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[immunity_v3]='1',,,
immunity_notes_v3,community_survey,,notes,"Notes on any of the following affecting immunity: HIV/AIDS, severe combined immunodeficiency, common variable immunodeficiency, cancer, transplant patient, congenital diseases affecting immunity.",,,,[immunity_v3]='1',,,
immunity_work_v3,community_survey,,radio,"Were any of the following affecting immunity (HIV/AIDS, severe combined immunodeficiency, common variable immunodeficiency, cancer, transplant patient, congenital diseases affecting immunity) related to your work?","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[immunity_v3]='1',,HMW,
asthma_v3,community_survey,"Ahora voy a leer una lista de art?culos, y por favor, det?ngame si alguna vez ha sido DIAGNOSTICO con las siguientes condiciones de salud.  / <font color=""red"">I am now going to read a list of items, and please stop me if you have ever been DIAGNOSED with the following health conditions.</font>",radio,"Asma / <font color=""red"">Asthma</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
asthma_date_v3,community_survey,,text,Asthma-Date of Diagnosis,,,,[asthma_v3]='1',,,
asthma_notes_v3,community_survey,,notes,Asthma-Notes,,,,[asthma_v3]='1',,,
asthma_work_v3,community_survey,,radio,Do you believe it was related to your work?,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[asthma_v3]='1',,HMW,
bronch_asthma_v3,community_survey,,radio,"Asma bronquia / <font color=""red"">Bronchial Asthma</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
bronch_asthma_date_v3,community_survey,,text,Bronchial Asthma-Date of Diagnosis,,,,[bronch_asthma_v3]='1',,,
bronch_asthma_notes_v3,community_survey,,notes,Bronchial Asthma - Notes,,,,[bronch_asthma_v3]='1',,,
bronch_asthma_work_v3,community_survey,,radio,Do you believe it was related to your work?,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[bronch_asthma_v3]='1',,HMW,
bronchitis_v3,community_survey,,radio,"Bronquitis / <font color=""red"">Bronchitis</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
bronchitis_date_v3,community_survey,,text,Bronchitis-Date of Diagnosis,,,,[bronchitis_v3]='1',,,
bronchitis_notes_v3,community_survey,,notes,Bronchitis-Notes,,,,[bronchitis_v3]='1',,,
bronchitis_work_v3,community_survey,,radio,Do you believe it was related to your work?,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[bronchitis_v3]='1',,HMW,
pneumonia_v3,community_survey,,radio,"Neumon?a / <font color=""red"">Pneumonia</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
pneumonia_date_v3,community_survey,,text,pneumonia-Date of Diagnosis,,,,[pneumonia_v3]='1',,,
pneumonia_notes_v3,community_survey,,notes,pneumonia-Notes,,,,[pneumonia_v3]='1',,,
pneumonia_work_v3,community_survey,,radio,Do you believe it was related to your work?,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[pneumonia_v3]='1',,HMW,
pleurisy_v3,community_survey,,radio,"Pleures?a / <font color=""red"">Pleurisy</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
